1208002481410588,8.315059,-9.393923,-3.2907293,80
1208002500629494,5.0829535,-3.3882368,-9.792926,80
1208002519850015,10.128519,-5.6075797,-2.8298118,80
1208002539068973,13.098311,-11.403595,2.0015962,80
1208002558289494,12.043674,-15.960725,3.6236308,80
1208002577508452,8.76132,-22.102802,2.7759733,80
1208002596728973,4.4341993,-25.48685,-3.269194,80
1208002615947931,-0.4426722,-29.833414,-15.113965,80
1208002635168452,-0.81625164,-32.027634,-22.875683,80
1208002654387411,10.520942,-30.935907,-14.552549,80
1208002673607931,25.468607,-25.663023,-0.1794617,80
1208002692826838,35.0055,-16.069899,7.8406816,80
1208002712047411,40.550266,-5.3563333,11.402996,80
1208002731266317,43.037605,4.36391,21.697817,80
1208002750486838,45.198326,10.976476,34.281075,80
1208002769705796,32.426037,8.474481,29.436804,80
1208002788926317,19.56611,7.830512,18.51955,80
1208002808145275,21.845274,6.5258255,16.783855,80
1208002827365796,27.195925,12.651153,23.181965,80
1208002846584702,25.62055,14.58545,22.162323,80
1208002865805275,16.133905,11.429915,15.346368,80
1208002885024181,7.417152,9.179466,9.475877,80
1208002904244702,3.5123646,9.234501,6.407979,80
1208002923463661,2.5331018,10.930713,5.718248,80
1208002942684181,1.015454,14.548362,3.6559339,80
1208002961903088,-4.106981,18.218353,0.7408777,80
1208002981123609,-8.682058,22.054945,-1.2209377,80
1208003000342567,-8.8543415,24.912275,1.0749756,80
1208003019563088,-5.562415,24.931417,11.798111,80
1208003038781994,0.44805604,21.559332,26.275286,80
1208003058002567,10.112966,17.276478,33.68137,80
1208003077221473,20.220846,11.383256,35.291443,80
1208003096441994,28.85146,1.038485,35.84927,80
1208003115660952,27.088247,-9.695418,27.2043,80
1208003134881473,14.659328,-11.429915,9.426824,80
1208003154100379,2.9114668,-5.6949177,-8.563613,80
1208003173320900,3.0993035,-1.3567305,-13.514663,80
1208003192539806,11.446366,-7.895118,-0.17108682,80
1208003211760327,6.789933,-11.957832,5.2106705,80
1208003230979286,2.0745773,-12.307484,4.284349,80
1208003250199806,5.663512,-7.105188,4.2927237,80
1208003269418713,8.830712,-3.446861,4.6528435,80
1208003288639234,9.380164,-1.1282159,4.258028,80
1208003307858192,8.537591,-0.5033901,2.3629124,80
1208003327078713,9.102596,-0.95712906,3.8521454,80
1208003346297619,10.876575,-1.18684,11.044073,80
1208003365518140,7.995318,-2.9715867,19.812273,80
1208003384737098,3.132803,-1.4539388,21.932314,80
1208003403957619,4.182654,-1.9698912,20.3701,80
1208003423176525,7.4973116,-1.660918,18.390337,80
