1207684162522526,5.132006,4.6295137,10.996217,20
1207684162522526,5.132006,4.6295137,10.996217,20
1207684181626432,3.7337005,2.2965117,9.985847,20
1207684200729349,2.6611178,0.82881397,8.166405,20
1207684219832109,3.332903,1.1330016,6.0367923,20
1207684238936536,3.7971103,2.780161,4.0734816,20
1207684258039453,3.3664024,2.7681966,3.708576,20
1207684277142786,2.4038894,0.90448695,5.9937215,20
1207684296243724,1.2619148,-0.45074797,7.001698,20
1207684315346380,1.3217354,-0.605085,6.082256,20
1207684334449192,2.3129623,0.33230326,5.5794644,20
1207684353551953,3.5650067,3.0445678,9.358628,20
1207684372655963,3.8153558,1.6022938,14.651852,20
1207684391757421,1.3229318,1.532902,13.761422,20
1207684410858567,0.11395818,3.9987056,8.543274,20
1207684429962994,-1.7964116,7.0115685,7.1309104,20
1207684449064557,-2.6129622,6.125925,8.962317,20
1207684468165130,-1.6384853,3.3511481,13.197614,20
1207684487265286,0.9732806,2.7705896,17.188541,20
1207684506366171,1.4306089,3.0266216,15.406189,20
1207684525465390,0.2623132,3.7450666,10.223933,20
1207684544564713,-0.7791629,4.165007,7.0842505,20
1207684563665130,-1.6863418,3.4157543,6.890133,20
1207684582765546,-1.5750755,2.7993033,7.646863,20
1207684601865234,-0.22731815,3.1812577,8.311171,20
1207684620963671,-0.18903299,3.9113677,7.5140615,20
1207684640063776,-1.2711871,3.9999022,5.9697933,20
1207684659164817,-2.7756743,4.132704,4.8637114,20
1207684678265078,-3.4244282,3.7737803,5.107779,20
1207684697365442,-2.20708,3.318845,6.7334027,20
1207684716463619,-1.236192,2.6270201,8.441579,20
1207684735564192,-2.1604197,1.5544374,9.522537,20
1207684754667994,-3.5503507,0.66969126,9.105886,20
1207684773771692,-4.9112687,0.5739783,8.165208,20
1207684792873203,-5.0452666,1.0420742,8.165208,20
1207684811978151,-2.9327033,1.1210374,11.057234,20
1207684831081640,-1.7054844,0.008973085,13.098311,20
1207684850183099,-1.8302102,0.40887356,12.971192,20
1207684869282578,0.5449654,1.0145568,12.987942,20
1207684888382890,3.7552361,1.9456639,15.556936,20
1207684907480807,4.8302116,1.6848463,18.141483,20
1207684926579765,4.0103707,0.9068798,17.825333,20
1207684945679244,3.106482,0.63140607,14.956038,20
1207684964780390,3.3939197,1.0588241,11.411671,20
1207684983880703,4.2341,1.8918254,9.25813,20
1207685002981119,4.479663,1.9914266,7.294819,20
1207685022082838,3.6655052,1.3770695,5.8190455,20
1207685041185130,2.9880373,-0.24107689,5.1568317,20
1207685060287838,2.868396,-0.7295118,5.144868,20
1207685079391171,2.7798617,-1.4527425,5.022834,20
